arm,target_id,target_usd,format,template,question,replicate,p,query_mode,factor,value
by_2035,100m,100000000,million_USD,bitcoin_hit,Will Bitcoin hit 100 million USD by 2035-01-01?,3,0.36,batch,,
by_2035,1m,1000000,M_upper,bitcoin_price_reach,Will Bitcoin's price reach $1M by 2035-01-01?,3,0.28,batch,,
by_2035,100m,100000000,comma_symbol,btc_reach,"Will BTC reach $100,000,000 by 2035-01-01?",3,0.07,batch,,
by_2035,1m,1000000,words_dollars,bitcoin_trade_at,Will Bitcoin trade at one million dollars by 2035-01-01?,3,0.34,batch,,
by_2035,1m,1000000,M_upper,bitcoin_trade_at,Will Bitcoin trade at $1M by 2035-01-01?,3,0.27,batch,,
by_2035,10m,10000000,comma_symbol,bitcoin_trade_at,"Will Bitcoin trade at $10,000,000 by 2035-01-01?",3,0.08,batch,,
by_2035,100m,100000000,words_USD,bitcoin_hit,Will Bitcoin hit one hundred million U.S. dollars by 2035-01-01?,3,0.27,batch,,
by_2035,100m,100000000,words_USD,bitcoin_reach,Will Bitcoin reach one hundred million U.S. dollars by 2035-01-01?,3,0.34,batch,,
by_2035,1m,1000000,comma_dollars,bitcoin_trade_at,"Will Bitcoin trade at 1,000,000 dollars by 2035-01-01?",3,0.32,batch,,
by_2035,100m,100000000,M_upper,one_btc_rise_to,Will one BTC rise to $100M by 2035-01-01?,3,0.08,batch,,
by_2035,1m,1000000,million_symbol,one_btc_rise_to,Will one BTC rise to $1 million by 2035-01-01?,3,0.39,batch,,
by_2035,1m,1000000,comma_symbol,bitcoin_price_reach,"Will Bitcoin's price reach $1,000,000 by 2035-01-01?",3,0.24,batch,,
by_2035,100m,100000000,million_USD,one_btc_rise_to,Will one BTC rise to 100 million USD by 2035-01-01?,3,0.18,batch,,
by_2035,100m,100000000,M_upper,btc_reach,Will BTC reach $100M by 2035-01-01?,3,0.18,batch,,
by_2035,10m,10000000,million_symbol,btc_reach,Will BTC reach $10 million by 2035-01-01?,3,0.16,batch,,
by_2035,1m,1000000,comma_symbol,btc_reach,"Will BTC reach $1,000,000 by 2035-01-01?",3,0.26,batch,,
by_2035,100m,100000000,words_dollars,bitcoin_reach,Will Bitcoin reach one hundred million dollars by 2035-01-01?,3,0.3,batch,,
no_deadline,10m,10000000,words_dollars,bitcoin_reach,,1,0.29,isolated,format,words_dollars
no_deadline,10m,10000000,words_USD,bitcoin_reach,,1,0.29,isolated,format,words_USD
no_deadline,10m,10000000,M_upper,bitcoin_reach,,1,0.22,isolated,format,M_upper
no_deadline,10m,10000000,comma_dollars,bitcoin_reach,,1,0.21,isolated,format,comma_dollars
no_deadline,10m,10000000,comma_symbol,bitcoin_reach,,1,0.17,isolated,format,comma_symbol
no_deadline,10m,10000000,million_USD,bitcoin_reach,,1,0.3,isolated,format,million_USD
no_deadline,10m,10000000,million_symbol,bitcoin_reach,,1,0.17,isolated,format,million_symbol
no_deadline,10m,10000000,M_lower,bitcoin_reach,,1,0.22,isolated,format,M_lower
no_deadline,10m,10000000,words_USD,bitcoin_reach,,2,0.29,isolated,format,words_USD
no_deadline,10m,10000000,words_dollars,bitcoin_reach,,2,0.29,isolated,format,words_dollars
no_deadline,10m,10000000,comma_dollars,bitcoin_reach,,2,0.21,isolated,format,comma_dollars
no_deadline,10m,10000000,million_symbol,bitcoin_reach,,2,0.18,isolated,format,million_symbol
no_deadline,10m,10000000,million_USD,bitcoin_reach,,2,0.32,isolated,format,million_USD
no_deadline,10m,10000000,M_lower,bitcoin_reach,,2,0.21,isolated,format,M_lower
no_deadline,10m,10000000,comma_symbol,bitcoin_reach,,2,0.17,isolated,format,comma_symbol
no_deadline,10m,10000000,M_upper,bitcoin_reach,,2,0.2,isolated,format,M_upper
no_deadline,10m,10000000,million_symbol,bitcoin_reach,,3,0.18,isolated,format,million_symbol
no_deadline,10m,10000000,words_USD,bitcoin_reach,,3,0.31,isolated,format,words_USD
no_deadline,10m,10000000,comma_dollars,bitcoin_reach,,3,0.21,isolated,format,comma_dollars
no_deadline,10m,10000000,million_USD,bitcoin_reach,,3,0.31,isolated,format,million_USD
no_deadline,10m,10000000,M_lower,bitcoin_reach,,3,0.2,isolated,format,M_lower
no_deadline,10m,10000000,comma_symbol,bitcoin_reach,,3,0.2,isolated,format,comma_symbol
no_deadline,10m,10000000,M_upper,bitcoin_reach,,3,0.19,isolated,format,M_upper
no_deadline,10m,10000000,words_dollars,bitcoin_reach,,3,0.31,isolated,format,words_dollars
no_deadline,10m,10000000,M_upper,bitcoin_hit,,1,0.2,isolated,template,bitcoin_hit
no_deadline,10m,10000000,M_upper,bitcoin_price_reach,,1,0.14,isolated,template,bitcoin_price_reach
no_deadline,10m,10000000,M_upper,bitcoin_touch,,1,0.23,isolated,template,bitcoin_touch
no_deadline,10m,10000000,M_upper,bitcoin_trade_at,,1,0.2,isolated,template,bitcoin_trade_at
no_deadline,10m,10000000,M_upper,one_btc_rise_to,,1,0.22,isolated,template,one_btc_rise_to
no_deadline,10m,10000000,M_upper,btc_reach,,1,0.21,isolated,template,btc_reach
no_deadline,10m,10000000,M_upper,bitcoin_reach,,1,0.23,isolated,template,bitcoin_reach
no_deadline,10m,10000000,M_upper,price_bitcoin_hit,,1,0.15,isolated,template,price_bitcoin_hit
no_deadline,10m,10000000,M_upper,bitcoin_trade_at,,2,0.22,isolated,template,bitcoin_trade_at
no_deadline,10m,10000000,M_upper,btc_reach,,2,0.19,isolated,template,btc_reach
no_deadline,10m,10000000,M_upper,bitcoin_touch,,2,0.25,isolated,template,bitcoin_touch
no_deadline,10m,10000000,M_upper,one_btc_rise_to,,2,0.2,isolated,template,one_btc_rise_to
no_deadline,10m,10000000,M_upper,price_bitcoin_hit,,2,0.15,isolated,template,price_bitcoin_hit
no_deadline,10m,10000000,M_upper,bitcoin_hit,,2,0.18,isolated,template,bitcoin_hit
no_deadline,10m,10000000,M_upper,bitcoin_reach,,2,0.21,isolated,template,bitcoin_reach
no_deadline,10m,10000000,M_upper,bitcoin_price_reach,,2,0.13,isolated,template,bitcoin_price_reach
no_deadline,10m,10000000,M_upper,one_btc_rise_to,,3,0.19,isolated,template,one_btc_rise_to
no_deadline,10m,10000000,M_upper,bitcoin_reach,,3,0.19,isolated,template,bitcoin_reach
no_deadline,10m,10000000,M_upper,bitcoin_trade_at,,3,0.2,isolated,template,bitcoin_trade_at
no_deadline,10m,10000000,M_upper,price_bitcoin_hit,,3,0.15,isolated,template,price_bitcoin_hit
no_deadline,10m,10000000,M_upper,btc_reach,,3,0.19,isolated,template,btc_reach
no_deadline,10m,10000000,M_upper,bitcoin_touch,,3,0.23,isolated,template,bitcoin_touch
no_deadline,10m,10000000,M_upper,bitcoin_price_reach,,3,0.14,isolated,template,bitcoin_price_reach
no_deadline,10m,10000000,M_upper,bitcoin_hit,,3,0.2,isolated,template,bitcoin_hit
by_2035,10m,10000000,million_USD,bitcoin_reach,,1,0.36,isolated,format,million_USD
by_2035,10m,10000000,M_lower,bitcoin_reach,,1,0.22,isolated,format,M_lower
by_2035,10m,10000000,million_symbol,bitcoin_reach,,1,0.15,isolated,format,million_symbol
by_2035,10m,10000000,comma_dollars,bitcoin_reach,,1,0.2,isolated,format,comma_dollars
by_2035,10m,10000000,M_upper,bitcoin_reach,,1,0.17,isolated,format,M_upper
by_2035,10m,10000000,comma_symbol,bitcoin_reach,,1,0.1,isolated,format,comma_symbol
by_2035,10m,10000000,words_dollars,bitcoin_reach,,1,0.3,isolated,format,words_dollars
by_2035,10m,10000000,words_USD,bitcoin_reach,,1,0.31,isolated,format,words_USD
by_2035,10m,10000000,M_upper,bitcoin_reach,,2,0.18,isolated,format,M_upper
by_2035,10m,10000000,words_dollars,bitcoin_reach,,2,0.29,isolated,format,words_dollars
by_2035,10m,10000000,million_symbol,bitcoin_reach,,2,0.13,isolated,format,million_symbol
by_2035,10m,10000000,comma_symbol,bitcoin_reach,,2,0.1,isolated,format,comma_symbol
by_2035,10m,10000000,million_USD,bitcoin_reach,,2,0.35,isolated,format,million_USD
by_2035,10m,10000000,M_lower,bitcoin_reach,,2,0.2,isolated,format,M_lower
by_2035,10m,10000000,words_USD,bitcoin_reach,,2,0.33,isolated,format,words_USD
by_2035,10m,10000000,comma_dollars,bitcoin_reach,,2,0.17,isolated,format,comma_dollars
by_2035,10m,10000000,million_USD,bitcoin_reach,,3,0.33,isolated,format,million_USD
by_2035,10m,10000000,words_dollars,bitcoin_reach,,3,0.3,isolated,format,words_dollars
by_2035,10m,10000000,M_lower,bitcoin_reach,,3,0.19,isolated,format,M_lower
by_2035,10m,10000000,comma_symbol,bitcoin_reach,,3,0.1,isolated,format,comma_symbol
by_2035,10m,10000000,comma_dollars,bitcoin_reach,,3,0.21,isolated,format,comma_dollars
by_2035,10m,10000000,words_USD,bitcoin_reach,,3,0.31,isolated,format,words_USD
by_2035,10m,10000000,million_symbol,bitcoin_reach,,3,0.14,isolated,format,million_symbol
by_2035,10m,10000000,M_upper,bitcoin_reach,,3,0.17,isolated,format,M_upper
by_2035,10m,10000000,M_upper,one_btc_rise_to,,1,0.12,isolated,template,one_btc_rise_to
by_2035,10m,10000000,M_upper,bitcoin_reach,,1,0.18,isolated,template,bitcoin_reach
by_2035,10m,10000000,M_upper,bitcoin_touch,,1,0.17,isolated,template,bitcoin_touch
by_2035,10m,10000000,M_upper,price_bitcoin_hit,,1,0.1,isolated,template,price_bitcoin_hit
by_2035,10m,10000000,M_upper,btc_reach,,1,0.16,isolated,template,btc_reach
by_2035,10m,10000000,M_upper,bitcoin_trade_at,,1,0.16,isolated,template,bitcoin_trade_at
by_2035,10m,10000000,M_upper,bitcoin_price_reach,,1,0.09,isolated,template,bitcoin_price_reach
by_2035,10m,10000000,M_upper,bitcoin_hit,,1,0.17,isolated,template,bitcoin_hit
by_2035,10m,10000000,M_upper,btc_reach,,2,0.13,isolated,template,btc_reach
by_2035,10m,10000000,M_upper,bitcoin_price_reach,,2,0.09,isolated,template,bitcoin_price_reach
by_2035,10m,10000000,M_upper,one_btc_rise_to,,2,0.13,isolated,template,one_btc_rise_to
by_2035,10m,10000000,M_upper,price_bitcoin_hit,,2,0.1,isolated,template,price_bitcoin_hit
by_2035,10m,10000000,M_upper,bitcoin_trade_at,,2,0.14,isolated,template,bitcoin_trade_at
by_2035,10m,10000000,M_upper,bitcoin_reach,,2,0.16,isolated,template,bitcoin_reach
by_2035,10m,10000000,M_upper,bitcoin_touch,,2,0.17,isolated,template,bitcoin_touch
by_2035,10m,10000000,M_upper,bitcoin_hit,,2,0.17,isolated,template,bitcoin_hit
by_2035,10m,10000000,M_upper,bitcoin_hit,,3,0.14,isolated,template,bitcoin_hit
by_2035,10m,10000000,M_upper,btc_reach,,3,0.15,isolated,template,btc_reach
by_2035,10m,10000000,M_upper,bitcoin_trade_at,,3,0.13,isolated,template,bitcoin_trade_at
by_2035,10m,10000000,M_upper,one_btc_rise_to,,3,0.1,isolated,template,one_btc_rise_to
by_2035,10m,10000000,M_upper,bitcoin_reach,,3,0.17,isolated,template,bitcoin_reach
by_2035,10m,10000000,M_upper,bitcoin_price_reach,,3,0.08,isolated,template,bitcoin_price_reach
by_2035,10m,10000000,M_upper,bitcoin_touch,,3,0.2,isolated,template,bitcoin_touch
by_2035,10m,10000000,M_upper,price_bitcoin_hit,,3,0.1,isolated,template,price_bitcoin_hit
