criteria_mode,spec,qid,replicate,question,p
omitted,complement,yes,41,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,no,41,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.91
empty,joint_bounds,one,57,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,joint_bounds,ten,57,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
empty,joint_bounds,both,57,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
omitted,nested_threshold,lower,88,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,88,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,nested_time,short,73,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,73,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,lower,56,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
paired,nested_threshold,higher,56,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.04
paired,nested_threshold,lower,72,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,nested_threshold,higher,72,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,complement,yes,8,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,8,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_threshold,lower,50,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,50,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,complement,yes,37,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,37,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.81
omitted,nested_time,short,86,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,86,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,yes,46,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,46,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_time,short,31,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,31,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,partition,above,95,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
omitted,partition,not_above,95,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
omitted,nested_time,short,20,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.04
omitted,nested_time,long,20,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_time,short,54,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
empty,nested_time,long,54,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,yes,92,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,92,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_time,short,56,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.04
omitted,nested_time,long,56,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,yes,25,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,complement,no,25,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,joint_bounds,one,11,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.17
paired,joint_bounds,ten,11,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,11,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
empty,nested_time,short,51,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
empty,nested_time,long,51,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_time,short,72,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,72,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,lower,96,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,higher,96,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_threshold,lower,23,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
paired,nested_threshold,higher,23,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,partition,above,47,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.21
omitted,partition,not_above,47,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
omitted,partition,above,74,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
omitted,partition,not_above,74,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
omitted,nested_time,short,99,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,99,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,joint_bounds,one,68,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.17
paired,joint_bounds,ten,68,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,68,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.07
empty,complement,yes,60,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,complement,no,60,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
omitted,nested_threshold,lower,49,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,49,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
empty,complement,yes,71,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,complement,no,71,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.83
paired,nested_time,short,50,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,50,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
empty,nested_time,short,20,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
empty,nested_time,long,20,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,complement,yes,53,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,53,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.78
omitted,complement,yes,51,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,51,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,complement,yes,14,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.21
paired,complement,no,14,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.75
omitted,nested_time,short,80,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
omitted,nested_time,long,80,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,partition,above,6,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.25
omitted,partition,not_above,6,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
omitted,nested_time,short,68,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,68,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,partition,above,56,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.23
paired,partition,not_above,56,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
omitted,nested_time,short,84,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,84,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_time,short,46,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
omitted,nested_time,long,46,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,yes,77,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,no,77,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
paired,nested_time,short,49,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,49,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
omitted,nested_threshold,lower,2,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,2,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,partition,above,45,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
omitted,partition,not_above,45,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
omitted,joint_bounds,one,91,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,joint_bounds,ten,91,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,91,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.04
omitted,nested_threshold,lower,33,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_threshold,higher,33,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
empty,nested_threshold,lower,77,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
empty,nested_threshold,higher,77,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,complement,yes,21,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,21,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.76
empty,nested_time,short,26,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,26,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
paired,nested_threshold,lower,97,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_threshold,higher,97,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,complement,yes,81,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
empty,complement,no,81,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.84
empty,partition,above,39,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
empty,partition,not_above,39,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
paired,nested_threshold,lower,24,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,24,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
omitted,nested_threshold,lower,9,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,9,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,joint_bounds,one,80,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,joint_bounds,ten,80,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.03
omitted,joint_bounds,both,80,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.03
omitted,complement,yes,37,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,37,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.93
omitted,nested_threshold,lower,26,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,26,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
omitted,nested_threshold,lower,90,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,nested_threshold,higher,90,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,nested_threshold,lower,12,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_threshold,higher,12,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
empty,partition,above,79,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.17
empty,partition,not_above,79,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.73
paired,nested_time,short,48,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,48,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,joint_bounds,one,93,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,joint_bounds,ten,93,"Will Bitcoin reach $10,000,000 by December 31, 2035?",0.04
paired,joint_bounds,both,93,"Will Bitcoin reach both $1,000,000 and $10,000,000 by December 31, 2035?",0.06
omitted,nested_time,short,47,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,47,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
paired,nested_threshold,lower,7,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
paired,nested_threshold,higher,7,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.04
omitted,complement,yes,14,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,14,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_time,short,54,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,54,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
empty,nested_time,short,52,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,52,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.12
paired,complement,yes,31,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.22
paired,complement,no,31,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.76
paired,nested_threshold,lower,15,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.14
paired,nested_threshold,higher,15,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
paired,nested_time,short,35,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.07
paired,nested_time,long,35,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
paired,nested_time,short,27,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
paired,nested_time,long,27,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
omitted,nested_threshold,lower,18,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
omitted,nested_threshold,higher,18,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.02
paired,complement,yes,24,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.2
paired,complement,no,24,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.76
empty,partition,above,94,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.16
empty,partition,not_above,94,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
omitted,nested_time,short,77,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
omitted,nested_time,long,77,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.09
paired,complement,yes,64,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.19
paired,complement,no,64,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.77
paired,partition,above,24,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
paired,partition,not_above,24,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.76
empty,partition,above,32,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
empty,partition,not_above,32,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.72
paired,nested_time,short,39,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
paired,nested_time,long,39,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.13
empty,partition,above,97,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.2
empty,partition,not_above,97,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.71
empty,nested_time,short,3,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.06
empty,nested_time,long,3,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,nested_time,short,62,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,62,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.11
omitted,complement,yes,35,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
omitted,complement,no,35,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.92
omitted,nested_time,short,90,"Will Bitcoin reach $1,000,000 by December 31, 2030?",0.05
omitted,nested_time,long,90,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
paired,partition,above,45,"Will Bitcoin's USD daily closing price on December 31, 2035 be above $1,000,000?",0.22
paired,partition,not_above,45,"Will Bitcoin's USD daily closing price on December 31, 2035 be at or below $1,000,000?",0.74
empty,complement,yes,7,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,complement,no,7,"Will Bitcoin fail to reach $1,000,000 by December 31, 2035?",0.84
empty,nested_threshold,lower,17,"Will Bitcoin reach $1,000,000 by December 31, 2035?",0.1
empty,nested_threshold,higher,17,"Will Bitcoin reach $100,000,000 by December 31, 2035?",0.03
